Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"BUTTER,WITH SALT",Vegetarian,Fats and Edible Oils,81.11,0.06,0.85,733.63
"BUTTER,WHIPPED,WITH SALT",Vegetarian,Fats and Edible Oils,81.11,0.06,0.85,733.63
"BUTTER,WITHOUT SALT",Vegetarian,Fats and Edible Oils,81.11,0.06,0.85,733.63
"MARGARINE,REG,HARD,CORN (HYDR&REG)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,CORN&SOYBN (HYDR)&CTTNSD (HYDR),W/SALT",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,CORN&SOYBN (HYDR)&CTTNSD (HYDR),WO/SALT",Vegetarian,Fats and Edible Oils,80.3,0.5,0.5,726.7
"MARGARINE,REG,HARD,CORN (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SOYBN (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SOYBN (HYDR)&CORN&CTTNSD (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SOYBN (HYDR)&CTTNSD",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SOYBN (HYDR)&CTTNSD (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SOYBN (HYDR)&PALM (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SAFFLOWER&SOYBN (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SAFFLOWER&SOYBN (HYDR)&CTTNSD (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SOYBN (HYDR&REG)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SOYBN,SOYBN (HYDR),&CTTNSD (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SOYBN (HYDR)&PALM (HYDR&REG)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SOYBN (HYDR),CTTNSD (HYDR),&SOYBN",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SAFFLOWER&SOYBN (HYDR&REG)&CTTNSD (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,LARD (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,SOFT,CORN (HYDR&REG)",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,SOFT,SOYBN (HYDROGENATE&REG),WO/SALT",Vegetarian,Fats and Edible Oils,80.3,0.9,0.8,729.5
"MARGARINE,SOFT,SOYBN (HYDR&REG),W/SALT",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,SOFT,SOYBN (HYDR)&CTTNSD",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,SOFT,SOYBN (HYDR)&CTTNSD (HYDR),WO/SALT",Vegetarian,Fats and Edible Oils,80.3,0.9,0.8,729.5
"MARGARINE,SOFT,SOYBN (HYDR)&CTTNSD (HYDR),W/SALT",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,SOFT,SOYBN (HYDR),CTTNSD (HYDR),&SOYBN",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,SOFT,SAFFLOWER&CTTNSD (HYDR)&PNUT (HYDR)",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,SOFT,SAFFLOWER (HYDR&REG)",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,SOFT,SOYBN,SOYBN (HYDR),&CTTNSD (HYDR)",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,REG,LIQ,SOYBN (HYDR&REG)&CTTNSD",Vegetarian,Fats and Edible Oils,80.6,0,1.9,733
"MARGARINE,SOFT,UNSPEC OILS,WO/ SALT",Vegetarian,Fats and Edible Oils,80.3,0.9,0.8,729.5
"MARGARINE,SOFT,UNSPEC OILS,W/SALT",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,REG,UNSPEC OILS,WO/ SALT",Vegetarian,Fats and Edible Oils,80.3,0.5,0.5,726.7
"MARGARINE,REG,UNSPEC OILS,W/SALT",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,SUNFLOWER&SOYBN (HYDR)&CTTNSD (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,REG,HARD,COCNT (HYDR&REG)&SAFFLOWER&PALM (HYDR)",Vegetarian,Fats and Edible Oils,80.5,0.9,0.9,731.7
"MARGARINE,SOFT,SOYBN (HYDR)&PALM (HYDR&REG)",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,SOFT,SOYBN (HYDR)&SAFFLOWER",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE,SOFT,SUNFLOWER&CTTNSD (HYDR)&PNUT (HYDR)",Vegetarian,Fats and Edible Oils,80.4,0.5,0.8,728.8
"MARGARINE-BUTTER BLEND,60% CORN OIL MARGARINE&40% BUTTER",Vegetarian,Fats and Edible Oils,80.7,0.65,0.88,732.42
"PORK,CURED,SALT PORK,RAW",Non-vegetarian,Meat products,80.5,0,5.05,744.7
