Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"CHEESE,LOFAT,CHEDDAR OR COLBY",Vegetarian,Milk and Milk Products,7,1.91,24.35,168.04
"CHICKEN,BROILERS OR FRYERS,GIBLETS,COOKED,SIMMERED",Non-vegetarian,Meat products,4.77,0.95,25.85,150.13
"CHICKEN,GIZZARD,ALL CLASSES,RAW",Non-vegetarian,Meat products,4.19,0.58,18.19,112.79
"CHICKEN,HEART,ALL CLASSES,COOKED,SIMMERED",Non-vegetarian,Meat products,7.92,0.1,26.41,177.32
"CHICKEN,LIVER,ALL CLASSES,COOKED,SIMMERED",Non-vegetarian,Meat products,5.45,0.88,24.36,150.01
"CHICKEN,BROILERS OR FRYERS,DK MEAT,MEAT ONLY,RAW",Non-vegetarian,Meat products,4.31,0,20.08,119.11
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,RAW",Non-vegetarian,Meat products,5.92,0,19.56,131.52
"CHICKEN,ROASTING,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,6.63,0,25.01,159.71
"CHICKEN,ROASTING,GIBLETS,RAW",Non-vegetarian,Meat products,5.04,1.14,18.14,122.48
"CHICKEN,ROASTING,GIBLETS,COOKED,SIMMERED",Non-vegetarian,Meat products,5.22,0.86,26.77,157.5
"CHICKEN,STEWING,MEAT ONLY,RAW",Non-vegetarian,Meat products,6.32,0,21.26,141.92
"CHICKEN,STEWING,LT MEAT,MEAT ONLY,RAW",Non-vegetarian,Meat products,4.21,0,23.1,130.29
"CHICKEN,CAPONS,GIBLETS,RAW",Non-vegetarian,Meat products,5.18,1.42,18.28,125.42
"CHICKEN,CAPONS,GIBLETS,COOKED,SIMMERED",Non-vegetarian,Meat products,5.4,0.76,26.39,157.2
"DUCK,DOMESTICATEDESTICATED,MEAT ONLY,RAW",Non-vegetarian,Meat products,5.95,0,18.28,126.67
"DUCK,DOMESTICATEDESTICATED,LIVER,RAW",Non-vegetarian,Meat products,4.64,3.53,18.74,130.84
"DUCK,WILD,BREAST,MEAT ONLY,RAW",Non-vegetarian,Meat products,4.25,0,19.85,117.65
"GOOSE,DOMESTICATEDESTICATED,MEAT ONLY,RAW",Non-vegetarian,Meat products,7.13,0,22.75,155.17
"GUINEA HEN,MEAT&SKIN,RAW",Non-vegetarian,Meat products,6.45,0,23.4,151.65
"PHEASANT,LEG,MEAT ONLY,RAW",Non-vegetarian,Meat products,4.3,0,22.2,127.5
"QUAIL,MEAT ONLY,RAW",Non-vegetarian,Meat products,4.53,0,21.76,127.81
