Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,ROASTED",Non-vegetarian,Meat products,7.41,0,28.93,182.41
"CHICKEN,BROILERS OR FRYERS,MEAT ONLY,STEWED",Non-vegetarian,Meat products,6.71,0,27.29,169.55
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,COOKED,FRIED",Non-vegetarian,Meat products,5.54,0.42,32.82,182.82
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,4.51,0,30.91,164.23
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,7.78,0,29.8,189.22
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT&SKIN,COOKED,STEWED",Non-vegetarian,Meat products,7.42,0,27.39,176.34
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,COOKED,FRIED",Non-vegetarian,Meat products,4.71,0.51,33.44,178.19
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,5.66,0,28.29,164.1
"CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,COOKED,STEWED",Non-vegetarian,Meat products,5.71,0,27.5,161.39
"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,COOKED,STEWED",Non-vegetarian,Meat products,7.18,0,27.18,173.34
"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,4.07,0,27.13,145.15
"CHICKEN,STEWING,LT MEAT,MEAT ONLY,COOKED,STEWED",Non-vegetarian,Meat products,7.98,0,33.04,203.98
"TURKEY,ALL CLASSES,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,4.97,0,29.32,162.01
"TURKEY,ALL CLASSES,DK MEAT,COOKED,ROASTED",Non-vegetarian,Meat products,7.22,0,28.57,179.26
"TURKEY,ALL CLASSES,BREAST,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,7.41,0,28.71,181.53
"TURKEY,FRYER-ROASTERS,MEAT&SKIN&GIBLETS&NECK,COOKED,ROASTED",Non-vegetarian,Meat products,5.64,0.04,28.08,163.24
"TURKEY,FRYER-ROASTERS,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,5.72,0,28.26,164.52
"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,4.58,0,28.77,156.3
"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,7.06,0,27.69,174.3
"TURKEY,FRYER-ROASTERS,DK MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,4.31,0,28.84,154.15
"TURKEY,FRYER-ROASTERS,BACK,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,5.64,0,28.02,162.84
"TURKEY,FRYER-ROASTERS,LEG,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,5.41,0,28.49,162.65
"TURKEY,YOUNG HEN,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,5.51,0,29.25,166.59
"TURKEY,YOUNG HEN,DK MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,7.79,0,28.42,183.79
"TURKEY,YOUNG HEN,BREAST,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,7.86,0,28.8,185.94
"TURKEY,YOUNG TOM,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,4.68,0,29.36,159.56
"TURKEY,YOUNG TOM,LT MEAT,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,7.7,0,28.48,183.22
"TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,6.98,0,28.68,177.54
"TURKEY,YOUNG TOM,BREAST,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,7.39,0,28.61,180.95
"DUCK,YOUNG DUCKL,DOMESTICATED,WHITE PEKIN,LEG,MEAT,BONE IN,COOKED WO/SKN,BRSD",Non-vegetarian,Meat products,5.96,0,29.1,170.04
"PORK,FRSH,LOIN,TENDERLOIN,LN,COOKED,ROASTED",Non-vegetarian,Meat products,4.81,0,28.14,155.85
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BONELESS,LN,COOKED,BRLD",Non-vegetarian,Meat products,7.77,0,31.14,194.49
"PORK,FRSH,LOIN,TOP LOIN (ROASTS),BONELESS,LN,COOKED,ROASTED",Non-vegetarian,Meat products,7.21,0,30.24,185.85
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONELESS,LN,COOKED,BRSD",Non-vegetarian,Meat products,6.6,0,27,167.4
"PORK,FRSH,LOIN,SIRLOIN (CHOPS),BONELESS,LN,COOKED,BRLD",Non-vegetarian,Meat products,6.67,0,31.13,184.55
"PORK,FRSH,LOIN,TENDERLOIN,LN&FAT,COOKED,ROASTED",Non-vegetarian,Meat products,6.05,0,27.81,165.69
"PORK,FRSH,LOIN,TENDERLOIN,LN,COOKED,BRLD",Non-vegetarian,Meat products,6.33,0,30.42,178.65
