Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"CHICKEN,BROILERS OR FRYERS,MEAT&SKIN&GIBLETS&NECK,FRIED,FLR",Non-vegetarian,Meat products,15.27,3.27,28.57,264.79
"CHICKEN,BROILERS OR FRYERS,MEAT&SKIN,COOKED,FRIED,FLR",Non-vegetarian,Meat products,14.92,3.15,28.56,261.12
"CHICKEN,BROILERS OR FRYERS,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,13.6,0,27.3,231.6
"CHICKEN,BROILERS OR FRYERS,GIBLETS,COOKED,FRIED",Non-vegetarian,Meat products,13.46,4.35,32.54,268.7
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT&SKIN,COOKED,FRIED,FLR",Non-vegetarian,Meat products,12.09,1.82,30.45,237.89
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,COOKED,FRIED",Non-vegetarian,Meat products,15.32,5.68,29.99,280.56
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,13.16,0,28.19,231.2
"CHICKEN,STEWING,DK MEAT,MEAT ONLY,COOKED,STEWED",Non-vegetarian,Meat products,15.28,0,28.14,250.08
"GOOSE,DOMESTICATEDESTICATED,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,12.67,0,28.97,229.91
"TURKEY,ALL CLASSES,WING,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,12.43,0,27.38,221.39
"TURKEY,YOUNG HEN,DK MEAT,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,12.78,0,27.37,224.5
"TURKEY,YOUNG HEN,WING,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,13.46,0,27.3,230.34
"POULTRY FD PRODUCTS,GROUND TURKEY,COOKED",Non-vegetarian,Meat products,13.15,0,27.36,227.79
"PORK,FRSH,LEG (HAM),RUMP HALF,LN&FAT,COOKED,ROASTED",Non-vegetarian,Meat products,14.28,0,28.88,244.04
"PORK,FRSH,LOIN,WHL,LN&FAT,COOKED,BRSD",Non-vegetarian,Meat products,13.62,0,27.23,231.5
"PORK,FRSH,LOIN,WHL,LN&FAT,COOKED,BRLD",Non-vegetarian,Meat products,13.92,0,27.32,234.56
"PORK,FRSH,LOIN,WHL,LN&FAT,COOKED,ROASTED",Non-vegetarian,Meat products,14.65,0,27.09,240.21
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,COOKED,BRSD",Non-vegetarian,Meat products,14.15,0,27.94,239.11
"PORK,FRSH,LOIN,CNTR LOIN (CHOPS),BONE-IN,LN&FAT,COOKED,BRLD",Non-vegetarian,Meat products,13.06,0,28.71,232.38
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONE-IN,LN&FAT,COOKED,BRLD",Non-vegetarian,Meat products,15.48,0,28.79,254.48
"PORK,FRSH,LOIN,CNTR RIB (ROASTS),BONE-IN,LN&FAT,COOKED,ROASTED",Non-vegetarian,Meat products,15.28,0,27.43,247.24
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BONELESS,LN&FAT,COOKED,BRSD",Non-vegetarian,Meat products,12.68,0,27.82,225.4
"PORK,FRSH,SHLDR,ARM PICNIC,LN,COOKED,BRSD",Non-vegetarian,Meat products,12.21,0,32.26,238.93
"PORK,FRSH,SHLDR,BLADE,BOSTON (STEAKS),LN,COOKED,BRSD",Non-vegetarian,Meat products,15.55,0,31.09,264.31
"PORK,FRSH,LOIN,TOP LOIN (CHOPS),BONELESS,LN&FAT,COOKED,PAN-FRIED",Non-vegetarian,Meat products,14.83,0,29,249.47
"PORK,FRSH,LOIN,CNTR RIB (CHOPS),BONELESS,LN&FAT,COOKED,BRLD",Non-vegetarian,Meat products,15.76,0,27.63,252.36
"PORK,FRSH,COMP OF RTL CUTS (LOIN&SHLDR BLADE),LN&FAT,COOKED",Non-vegetarian,Meat products,14.76,0,27.78,243.96
