Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"CHICKEN,GIZZARD,ALL CLASSES,COOKED,SIMMERED",Non-vegetarian,Meat products,3.66,1.14,27.15,146.1
"CHICKEN,BROILERS OR FRYERS,LT MEAT,MEAT ONLY,COOKED,STEWED",Non-vegetarian,Meat products,3.99,0,28.88,151.43
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,3.57,0,31.02,156.21
"CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,COOKED,STEWED",Non-vegetarian,Meat products,3.03,0,28.98,143.19
"TURKEY,GIZZARD,ALL CLASSES,COOKED,SIMMERED",Non-vegetarian,Meat products,3.88,0.6,29.43,155.04
"TURKEY,ALL CLASSES,LT MEAT,COOKED,ROASTED",Non-vegetarian,Meat products,3.22,0,29.9,148.58
"TURKEY,FRYER-ROASTERS,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,2.63,0,29.56,141.91
"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,1.18,0,30.19,131.38
"TURKEY,FRYER-ROASTERS,BREAST,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,3.2,0,29.07,145.08
"TURKEY,FRYER-ROASTERS,BREAST,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,0.74,0,30.06,126.9
"TURKEY,FRYER-ROASTERS,LEG,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,3.77,0,29.19,150.69
"TURKEY,FRYER-ROASTERS,WING,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,3.44,0,30.85,154.36
"TURKEY,YOUNG HEN,LT MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,3.74,0,29.89,153.22
"TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,2.92,0,29.88,145.8
"DUCK,YOUNG DUCKL,DOMESTICATED,WHITE PEKIN,BRST,MEAT,BONELESS,COOKED WO/SKN,BRLD",Non-vegetarian,Meat products,2.5,0,27.6,132.9
"LUNCHEON MEAT,BF,THIN SLICED",Non-vegetarian,Meat products,3.84,5.71,28.11,169.84
"PORK,FRSH,VAR MEATS&BY-PRODUCTS,SPLEEN,COOKED,BRSD",Non-vegetarian,Meat products,3.2,0,28.2,141.6
