Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"MILK SHAKES,THICK CHOC",Vegetarian,Milk and Milk Products,2.7,21.15,3.05,121.1
"YOGURT,FRUIT,LOFAT,9 GRAMS PROT PER 8 OZ",Vegetarian,Milk and Milk Products,1.15,18.64,3.98,100.83
"YOGURT,FRUIT,LOFAT,10 GRAMS PROT PER 8 OZ",Vegetarian,Milk and Milk Products,1.08,19.05,4.37,103.4
"YOGURT,FRUIT,LOFAT,11 GRAMS PROT PER 8 OZ",Vegetarian,Milk and Milk Products,1.41,18.6,4.86,106.53
KRAFT BREYERS LOWFAT STRAWBY YOGURT (1% MILKFAT),Vegetarian,Milk and Milk Products,0.8,18.2,3.8,95.2
KRAFT BREYERS LT N' LVLY LOWFAT STR'BERY YOGURT (1% MILKFAT),Vegetarian,Milk and Milk Products,0.8,21.9,3.2,107.6
KRAFT BREYERS SMOTH&CRMY LOWFAT STR'BERY YOGURT (1% MILKFAT),Vegetarian,Milk and Milk Products,0.9,19.9,3.8,102.9
"THYME,FRESH",Vegetarian,Condiments and Spices,1.68,24.45,5.56,135.16
"BABYFOOD,FRUIT,PEACHES W/SUGAR,STRAINED",Vegetarian,Miscellaneous,0.2,18.9,0.5,79.4
"BABYFOOD,FRUIT,PEACHES W/SUGAR,JUNIOR",Vegetarian,Miscellaneous,0.2,18.9,0.5,79.4
"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STRAINED",Vegetarian,Miscellaneous,0,19.7,0.1,79.2
"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JUNIOR",Vegetarian,Miscellaneous,0,20.4,0.1,82
"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STRAINED",Vegetarian,Miscellaneous,0.1,18.5,0.6,77.3
"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JUNIOR",Vegetarian,Miscellaneous,0.1,18.7,0.6,78.1
"BABYFOOD,FRUIT,GUAVA W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0,18.3,0.3,74.4
"BABYFOOD,FRUIT,MANGO W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0.2,21.6,0.3,89.4
"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JUNIOR",Vegetarian,Miscellaneous,0.1,18.4,0.2,75.3
"BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STRAINED",Vegetarian,Miscellaneous,0.1,18.9,0.2,77.3
"BABYFOOD,JUC,APPL&PRUNE",Vegetarian,Miscellaneous,0.1,18,0.2,73.7
"BABYFOOD,CEREAL,MXD,W/APPLSAUC&BANANAS,JUNIOR",Vegetarian,Miscellaneous,0.4,18.4,1.2,82
"BABYFOOD,CEREAL,RICE,W/MXD FRUIT,JUNIOR",Vegetarian,Miscellaneous,0.2,18.3,0.9,78.6
"BABYFOOD,DESSERT,DUTCH APPL,JUNIOR",Vegetarian,Miscellaneous,0.16,19.18,0.2,78.96
"BABYFOOD,CHERRY COBBLER,JUNIOR",Vegetarian,Miscellaneous,0.1,19.2,0.3,78.9
"BABYFOOD,DESSERT,CHY VANILLA PUDD,JUNIOR",Vegetarian,Miscellaneous,0.2,18.4,0.2,76.2
"BABYFOOD,DESSERT,PEACH COBBLER,JUNIOR",Vegetarian,Miscellaneous,0,18.3,0.3,74.4
"BABYFOOD,DESSERT,FRUIT PUDD,PNAPPL,STRAINED",Vegetarian,Miscellaneous,0.3,20.3,1.3,89.1
"BABYFOOD,DESSERT,FRUIT PUDD,PNAPPL,JUNIOR",Vegetarian,Miscellaneous,0.4,21.6,1.4,95.6
"SOUP,PEA,GRN,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,2.23,20.18,6.54,126.95
"SOUP,PEA,SPLIT W/HAM,CANNED,CONDENSED,COMMERCIAL",vegetarian,Miscellaneous,3.28,20.81,7.68,143.48
"SAUCE,NESTLE,CHEF-MATE TERIYAKI SAU,READT TO SERVE",Non-vegetarian,Miscellaneous,3.63,23.37,0.93,129.87
"SAUCE,NESTLE,CHEF-MATE SWT N' SOUR SAU,READT TO SERVE",vegetarian,Miscellaneous,2.38,24.79,0.48,122.5
"SOUP,TOMATO BISQUE,CANNED,CONDENSED,COMMERCIAL",Non-vegetarian,Miscellaneous,1.95,18.47,1.76,98.47
"SAUCE,NESTLE,CHEF-MATE ITALIAN SAU,READT TO SERVE",vegetarian,Miscellaneous,1.9,18.49,1.68,97.78
"SAUCE,KRAFT BARBECUE SAU ORIGINAL",Non-vegetarian,Miscellaneous,0.3,26.1,0.5,109.1
"SAUCE,KRAFT BARBECUE SAU HICKORY SMOKE",Non-vegetarian,Miscellaneous,0.3,26.2,0.5,109.5
"SOUP,BEAN W/BACON,CONDENSED,SINGLE BRAND",Non-vegetarian,Miscellaneous,2.1,18,6.5,116.9
"SOUP,SPLIT PEA W/HAM&BACON,CANNED,CONDENSED,SINGLE BRAND",Non-vegetarian,Miscellaneous,2.3,21.2,8.6,139.9
"CEREALS,CRM OF WHEAT,MIX'N EAT,APPL,BANANA&MAPLE FLAV,PREP",vegetarian,Cereals,0.3,19.3,1.6,86.3
"CEREALS,OATS,INST,FORT,W/CINN&SPICE,PREP W/H2O,(OATS)",vegetarian,Cereals,1.2,21.8,3,110
"CEREALS,QUAKER,OATMEAL,INST,MAPLE&BROWN SUGAR,PREP W/H2O",vegetarian,Cereals,1.15,20.26,2.69,102.15
"CEREALS,OATS,INST,FORT,W/RAISINS&SPICE,PREP W/H2O,(OATS)",vegetarian,Cereals,1.1,20.2,2.7,101.5
"CEREALS,QUAKER,OATMEAL,INST,FRUIT&CRM VAR,PREP W/H2O",vegetarian,Cereals,2.2,23.06,2.51,122.08
"CEREALS,QKR,OATMEAL,INST,POWER RANGERS FRUIT,PREP W/H2O",vegetarian,Cereals,1.29,19.31,2.24,97.81
"CEREALS,QUAKER,OATMEAL,INST,RAISINS,DATES&WALNUTS,PREP W/H2O",vegetarian,Cereals,1.75,23.5,2.83,121.07
"CEREALS,QUAKER,OATMEAL,INST,CINNAMAGIC,PREP W/H2O",vegetarian,Cereals,1.23,18.67,2.38,95.27
"APPLES,DEHYD (LO MOIST),SULFURED,STEWED",vegetarian,Fruits,0.12,19.91,0.28,81.84
"APPLES,DRIED,SULFURED,STEWED,W/ SUGAR",vegetarian,Fruits,0.07,20.73,0.2,84.35
"APPLESAUCE,CANNED,SWTND,WO/SALT",vegetarian,Fruits,0.18,19.91,0.18,81.98
"APRICOTS,CANNED,HVY SYRUP PK,W/SKN,SOL&LIQUIDS",vegetarian,Fruits,0.08,21.47,0.53,88.72
"APRICOTS,CANNED,HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",vegetarian,Fruits,0.09,21.45,0.51,88.65
"APRICOTS,CANNED,EX HVY SYRUP PK,WO/SKN,SOL&LIQUIDS",vegetarian,Fruits,0.04,24.85,0.55,101.96
"APRICOTS,DRIED,SULFURED,STEWED,WO/ SUGAR",vegetarian,Fruits,0.16,21.9,1.3,94.24
"APRICOTS,FROZEN,SWEETENED",vegetarian,Fruits,0.1,25.1,0.7,104.1
"BANANAS,RAW",vegetarian,Fruits,0.48,23.43,1.03,102.16
"BLACKBIES,CANNED,HVY SYRUP,SOL&LIQUIDS",vegetarian,Fruits,0.14,23.1,1.31,98.9
"BLUEBIES,CANNED,HVY SYRUP,SOL&LIQUIDS",vegetarian,Fruits,0.33,22.06,0.65,93.81
"BLUEBIESFROZEN,SWTND",vegetarian,Fruits,0.13,21.95,0.4,90.57
"BOYSENBIES,CANNED,HVY SYRUP",vegetarian,Fruits,0.12,22.31,0.99,94.28
"CHERIMOYA,RAW",vegetarian,Fruits,0.4,24,1.3,104.8
"CHIES,SOUR,RED,CANNED,LT SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.1,19.3,0.74,81.06
"CHIES,SOUR,RED,CANNED,HVY SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.1,23.27,0.73,96.9
"CHIES,SWT,CANNED,HVY SYRUP PK,SOL&LIQUIDS",vegetarian,Fruits,0.15,21.27,0.6,88.83
