Food Item,Type,Category,Fats,Carbohydrates,Protein,Total Calories
"CHEESE,MOZZARELLA,WHL MILK",Vegetarian,Milk and Milk Products,21.6,2.22,19.42,280.96
"CHEESE,GOAT,SOFT TYPE",Vegetarian,Milk and Milk Products,21.08,0.89,18.52,267.36
"CHICKEN,BROILERS OR FRYERS,BACK,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,20.97,0,25.95,292.53
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKIN,COOKED,FRIED,BATTER",Non-vegetarian,Meat products,23.52,8.7,19.82,325.76
"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKIN,COOKED,FRIED,FLR",Non-vegetarian,Meat products,23.61,4.24,24.01,325.49
"CHICKEN,BROILERS OR FRYERS,WING,MEAT&SKIN,COOKED,FRIED,FLR",Non-vegetarian,Meat products,22.16,2.39,26.11,313.44
"GOOSE,DOMESTICATEDESTICATED,MEAT&SKIN,COOKED,ROASTED",Non-vegetarian,Meat products,21.92,0,25.16,297.92
"SQUAB,(PIGEON),MEAT&SKIN,RAW",Non-vegetarian,Meat products,23.8,0,18.47,288.08
"TURKEY,FRYER-ROASTERS,SKN ONLY,COOKED,ROASTED",Non-vegetarian,Meat products,23.28,0,20.94,293.28
"USDA COMMODITY,PORK,SAUSAGE,BULK/LINKS/PATTIESFROZEN,COOKED",Non-vegetarian,Meat products,20.26,0,19.76,261.38
"PORK,FRSH,LEG (HAM),SHANK HALF,LN&FAT,COOKED,ROASTED",Non-vegetarian,Meat products,20.06,0,25.34,281.9
"PORK,FRSH,SHLDR,WHL,LN&FAT,COOKED,ROASTED",Non-vegetarian,Meat products,21.39,0,23.28,285.63
"PORK,CURED,SHLDR,ARM PICNIC,LN&FAT,ROASTED",Non-vegetarian,Meat products,21.35,0,20.43,273.87
"PORK,FRSH,LOIN,COUNTRY-STYLE RIBS,LN&FAT,COOKED,BRSD",Non-vegetarian,Meat products,21.5,0,23.87,288.98
"PORK,FRESH,GROUND,COOKED",Non-vegetarian,Meat products,20.77,0,25.69,289.69
